Gene	logFC	AveExpr	t	P.Value	adj.P.Val	B
IGF2	-3.37713949505556	3.38236188551736	-4.92162369192364	4.74280553370691e-05	0.0015511004089808	1.98031137176833
SLC22A1	-3.36497203622222	1.84011137609722	-4.6586138130759	9.33203720038391e-05	0.00237684159603717	1.32790707141469
CCL14	-3.35286842735417	1.12725854215972	-7.56374852673414	7.08573709212084e-08	2.25982611828438e-05	8.25400304772145
C7	-3.35179460427084	3.28908129602431	-6.07735747867327	2.52749936535998e-06	0.000213385792513613	4.81267768164662
CD5L	-3.34506324502083	0.846325667520833	-5.88060078009972	4.13302573576925e-06	0.0002977885473777	4.33755339025178
SRPX	-3.33362578328819	-1.75168331459201	-4.00702869611449	0.000497610674115828	0.00734401706048031	-0.278534450562043
IYD	-3.33064454215798	-0.230307632268229	-4.14984336324403	0.00034529968006769	0.00574701744746323	0.071042207749394
SLCO1B3	-3.30742028474306	0.496352791875	-3.60681678143713	0.00137223156019483	0.0149302346452266	-1.24421223730684
MT1X	-3.28642595519098	5.34084539393576	-8.34255394912444	1.2182593966525e-08	8.93582924024988e-06	9.9354587259522
ZIM2	-3.27925040274306	5.35019818803819	-6.03959643859434	2.7768568293306e-06	0.000224418092793497	4.7217890407096
MFSD2A	-3.26385325110764	0.166879875262153	-5.28831887882359	1.85284981346397e-05	0.000804816676080862	2.88774837669733
AVPR1A	-3.25550349801042	0.0333384709218751	-3.76255694433234	0.00092659304016102	0.0112543562175627	-0.871326635195453
ECM1	-3.24576264982639	-0.320699415458333	-6.44998910524164	1.00674530094212e-06	0.000116762587707384	5.70135086611287
HSD11B1	-3.23640091912847	2.54360914230729	-3.85460803747601	0.000733695347096476	0.00958840652929982	-0.649079867389881
CFTR	-3.2361003990625	-2.94660595113542	-4.70473813270338	8.28695598933983e-05	0.00222300279087486	1.44230752235455
MT1B	-3.2316758186007	4.72195596326215	-8.62089553204916	6.62133959277755e-09	7.42031457030604e-06	10.5147725346332
HAO2	-3.23092499837847	1.67912700794618	-3.50834239448415	0.00175599081496301	0.0173255129723969	-1.47766165381934
CETP	-3.22454427145486	-0.969536948171875	-6.05593045913657	2.66606266103428e-06	0.000218978738645528	4.76112186245264
MRO	-3.22064436051389	-1.50154206213889	-5.63111883507231	7.74964298663007e-06	0.000440844796366012	3.73004119435046
PDGFRA	-3.21016982270833	0.5944872960625	-3.87695338600177	0.000693187908091464	0.00924067306504164	-0.594944747797494
HAND2	-3.20592019969097	-2.37078094538715	-4.9069751798646	4.92481198765897e-05	0.0015920401829336	1.9439849000076
CYP2A7	-3.205349374375	3.87853491553125	-2.9958411421889	0.0061592042124299	0.0400604288589158	-2.65462095891237
HEPACAM	-3.20137319054166	-0.927140344888889	-6.74270854113248	4.93861346817853e-07	7.43689718553317e-05	6.38804736468722
CLRN3	-3.20105772879514	-2.41673746672396	-4.24853381276795	0.000268062249150897	0.00490329315367418	0.313693068246495
SAA2	-3.18190713808333	0.714610592180556	-4.02580204470551	0.000474311034757634	0.00712788819783883	-0.232701706584491
APOF	-3.15058283295833	1.49632483793056	-5.2555298991756	2.01476386669987e-05	0.000853102785874681	2.80681930690337
CNDP1	-3.13112035951736	-1.15083958692535	-5.06250664231232	3.30297836392706e-05	0.00118893075583756	2.32946427663551
LUM	-3.1287743009375	0.0606559359583333	-3.18319859378168	0.00391784544580924	0.029626172714374	-2.23276106266824
SERPINA11	-3.1279825661632	2.86877303192535	-4.22032043345096	0.000288198397597006	0.00513174908972536	0.244246112510221
BMP10	-3.11392823648611	-0.580335554055556	-7.8020772506335	4.09906510781741e-08	1.40623029515124e-05	8.77795304633961
COL25A1	-3.11167331683333	-2.78458492693403	-6.71479879815735	5.28334045317082e-07	7.72286547980883e-05	6.32303321692946
SAA4	-3.08632436851042	3.58036976174826	-4.67614231361084	8.9201743904221e-05	0.0023104488675346	1.37137930215343
ST6GAL2	-3.06416714630556	-2.70149687232639	-6.30343549542431	1.4433597080906e-06	0.000151642979331269	5.35368821756953
BMP5	-3.06385807813194	-2.12256088686458	-5.60603213899836	8.25771043880958e-06	0.000456618791040754	3.66867164692134
PAMR1	-3.04506554903819	-1.47775496829687	-6.16120983879687	2.05198995699464e-06	0.00018957762376455	5.01397877609162
SHBG	-3.03652473694097	-0.622822470644097	-3.5419815150398	0.00161439018859422	0.0164671717659398	-1.39813423836505
MT1A	-3.03577678812848	5.25318794609549	-8.73188654096679	5.20716382670457e-09	6.7332633789926e-06	10.7425863056671
HPD	-3.03333973953472	4.52769811276042	-3.62869290836569	0.00129883634026106	0.0143358101640108	-1.19209446150077
MT2A	-3.01964007720833	4.15300384057292	-8.89662945790445	3.65616511566315e-09	6.14601355942976e-06	11.0773770075942
CLSTN2	-3.01451966202777	-3.47967861110069	-4.68961672890698	8.61598102109948e-05	0.00225951077948022	1.40479972596483
KBTBD11	-2.9977893032743	-1.63086408619271	-6.49183589977103	9.08734067170199e-07	0.000108339146589582	5.80016096575537
DTX1	-2.99656185193403	-2.80878287995312	-7.02858678427365	2.48781223534276e-07	4.97858615191808e-05	7.04815862344067
FOXP2	-2.97964867977778	-0.745467384784722	-3.35175534486778	0.00259079815316095	0.0224839013704882	-1.84457765604957
CYP2A13	-2.97747833654861	2.30492227338889	-3.0473573878894	0.0054433290845704	0.0369207279223384	-2.53972398324207
CDH19	-2.97047461006597	-1.19137845247396	-5.14847457412668	2.64968343037235e-05	0.00101692188275249	2.54224559809428
F9	-2.96462128399306	2.81031017263889	-4.04926401509814	0.000446703971151372	0.00685761986762974	-0.175368376985199
FBLN5	-2.96417452498264	2.09462773082465	-4.18330855708935	0.000316907736008636	0.00540699365769457	0.153234937447032
IDO2	-2.96083001190278	-2.45051219482986	-3.76106932476034	0.000930088015033718	0.0112723716890532	-0.874907741491742
TBX20	-2.95552214759722	-2.10098624325	-4.32072083468432	0.000222683753319901	0.00428787387549547	0.491634535744901
CYP26A1	-2.95459541333333	-2.62828955112847	-5.38240398169898	1.45745470326374e-05	0.000684352334130263	3.1196544583368
RANBP3L	-2.9538047173993	-2.55592341444271	-4.65628724265335	9.3881160858177e-05	0.00238750728294396	1.32213729960089
SFRP5	-2.95147399804166	-3.49487059275	-5.20233537404551	2.30837447566005e-05	0.000926104413743328	2.67541757051638
LIFR	-2.94317906625347	-0.819701754977431	-5.68603828602213	6.74504680099497e-06	0.000402739865749274	3.86422044206915
BMPER	-2.93933645790277	-3.15878102763194	-6.70069110886956	5.46683783676047e-07	7.85449094324304e-05	6.29013252671439
ACADL	-2.93091322854514	-1.51147539003646	-4.02442698240034	0.000475980382832315	0.00713758272561215	-0.236060065235885
SLC1A2	-2.90403658415278	0.919584983947917	-3.68592971878249	0.00112450755474659	0.0129561151441331	-1.05531965665779
SYT9	-2.90306592804166	-3.06020301283681	-7.1266846251492	1.97082155834447e-07	4.30253381763255e-05	7.27216459604749
CXCL12	-2.89457007144097	1.27065001386285	-5.70198867969558	6.47877580811502e-06	0.000392102655373167	3.90314548999639
SLITRK3	-2.89165115855208	-3.63932269668924	-3.23711875542168	0.00343449173575973	0.0271893609419221	-2.10941438215516
ESR1	-2.87104555331944	-0.200259666579861	-6.97052751235305	2.85720811188767e-07	5.32880082922334e-05	6.91496906902923
FLRT2	-2.86902898542014	-0.772098105404514	-3.60837040757006	0.00136688791673595	0.0148817266064322	-1.24051384086262
COLEC11	-2.8628802366875	1.64776988876042	-4.21601268535111	0.000291402333574396	0.00515628760777431	0.233647920027134
HGF	-2.85584601454861	-0.0647150441215277	-4.58108290859397	0.000113943129583278	0.00271028868450072	1.13568761861333
TDO2	-2.8400354237882	3.01340417373437	-4.00750835160296	0.000497001520444459	0.00734147237141596	-0.277363920719719
PLIN2	-2.81956937799653	1.65819813028299	-5.70163851114156	6.48450554394649e-06	0.000392102655373167	3.90229116658011
SLC28A1	-2.81722429392361	0.4600385699375	-4.61733254410428	0.000103787674877327	0.00255442286191489	1.22554511411902
NNMT	-2.81596482748264	4.0523354677691	-5.63169923632082	7.73827061836728e-06	0.000440844796366012	3.73146046133565
NDST3	-2.80676612342014	-3.27458964295313	-7.9476450377704	2.94512292750828e-08	1.28317795341526e-05	9.09392181481228
C11orf96	-2.78358371457986	0.554590836109375	-5.85990388889968	4.35338278686127e-06	0.000306176002807028	4.28736021515411
SLC13A5	-2.76790062340972	0.8149567738125	-3.32441654666721	0.00277160374742931	0.0235014408795083	-1.90804375183852
PCDH7	-2.74715937522569	-2.73450691279688	-4.36726406467531	0.000197566738187507	0.00391930795245678	0.606536753893914
ITLN1	-2.74451388982986	-3.37504382097743	-5.29486563691272	1.82212815594309e-05	0.000799738232412619	2.90390051537333
KANK4	-2.74079772554514	-3.33382242198785	-4.22829424657181	0.000282359813728424	0.00507643686499979	0.263867536438447
ADH4	-2.70752581694445	4.02778561667708	-4.24656767852458	0.000269419016100421	0.00492275397896529	0.308851541874457
TCF21	-2.7071560744618	-2.37827886649826	-4.57520982513522	0.000115679554574098	0.00273605600880731	1.12113201030285
HP	-2.69781290363889	5.30330739343056	-6.20793407109806	1.82757191297105e-06	0.000175551336325962	5.12582463907847
C6	-2.6935780329132	2.81942329496007	-3.72375816623666	0.00102210597425314	0.012133899312991	-0.964609630600837
FOS	-2.68550535000694	0.612855972975694	-4.3436258350088	0.000209949167581769	0.00408950811940851	0.548164928926274
TTR	-2.65658738688542	4.94957310196701	-5.20654966353266	2.28361624302358e-05	0.000922778582817943	2.68583239024638
ADH1C	-2.637475938375	4.85837561265625	-4.32464370992078	0.00022044944066998	0.00425806527623655	0.501314107171921
ASPDH	-2.63370412228472	1.67869306447569	-4.05186555434517	0.00044374247461004	0.0068252591338913	-0.169007470818383
CFP	-2.62743929726389	0.310194341875	-8.35148042542221	1.19447863593373e-08	8.93582924024988e-06	9.95421512212531
GBA3	-2.62722606874306	0.78996527678125	-4.32815029004552	0.00021847112228079	0.00423587031780863	0.509967273943561
TACSTD2	-2.61963423651736	-1.88445039202604	-3.44765451594541	0.00204267983302239	0.0191829318397242	-1.62052666065422
GYS2	-2.60960078906597	0.0855659659739583	-3.50956604209224	0.0017506339704028	0.0173225662675014	-1.47477291788032
CYP8B1	-2.60165318070139	1.16788759768403	-3.66110334407434	0.00119711057443917	0.0135238096480662	-1.11471749242901
FCER1A	-2.60070779969097	-2.44103172454688	-3.9659307379467	0.000552638880097532	0.00784616518111445	-0.378730022097677
SLC17A2	-2.58933277844097	-0.0907943740503472	-3.66671079149116	0.00118032073056056	0.0133790906815394	-1.10131100913482
HPR	-2.57498584904862	5.1000916075625	-6.77834689323782	4.53154056092137e-07	7.23146822594851e-05	6.47092024709153
SAMD5	-2.56629338266666	-1.56711484813889	-3.99098990117199	0.000518410060685059	0.00754039709401207	-0.317659803383829
LRAT	-2.554980027875	-3.59404904306597	-5.25930604853468	1.99541223919786e-05	0.000853102785874681	2.81614219991117
ADH1B	-2.54867852763889	1.07602765936111	-4.52778936136324	0.000130703963368753	0.00296509261029519	1.00364163063995
LHX2	-2.54676598662847	-0.847120875661458	-5.43310537020048	1.28091525663429e-05	0.000631442388974266	3.2444157745403
FGA	-2.54490923429861	4.97103046194444	-5.11229151120612	2.90710302732949e-05	0.0010908125421743	2.45271901098375
HEPN1	-2.52507954680208	-0.869039323473958	-6.07125179849229	2.56622079449082e-06	0.000214617768932292	4.79799150462045
C4BPA	-2.52423382278472	3.29822108190625	-3.78177088472473	0.000882595496583048	0.0108453437847668	-0.825042254515343
MFAP4	-2.5144843783368	-0.853222665189236	-4.68881193536982	8.6338545464687e-05	0.00226067126053176	1.4028035474676
SLC5A1	-2.51086966198958	-2.56771483982118	-4.53451821539699	0.000128458852621885	0.00292997735763078	1.02030921940404
S100A12	-2.49501096854514	-2.3870859007309	-3.72048505233662	0.00103059207285051	0.0122001779891669	-0.972467858109531
GLYAT	-2.49073413781597	1.21209545596007	-2.7226108189222	0.0117189529730885	0.0612167804467428	-3.2482875233665
IL33	-2.48644374944444	0.917461841010417	-4.86932157863493	5.42550238428564e-05	0.00169837421005292	1.85059570847969
THRSP	-2.48580481510069	0.268378879921875	-3.00966936054838	0.00595867085258647	0.0392343349126434	-2.62386550081395
C8orf4	-2.48540044683681	1.10358661461285	-4.52141784766892	0.000132865952769917	0.00301007636935622	0.987860512054059
ARHGAP8	-2.47896309479166	-2.14071902968403	-6.16793060607324	2.01805938140725e-06	0.000189244000762108	5.03008100225639
SPATA18	-2.47075627280208	-3.04687802431076	-3.90321091824939	0.000648398114990303	0.00884705544885308	-0.531245132533204
MBL2	-2.46708132201042	2.3995828953941	-4.22754008060392	0.000282906961485055	0.00507851215727387	0.262011528733987
HBB	-2.4555372829375	1.76686433836806	-4.06651347762353	0.000427426892322261	0.00665792181150988	-0.133179372108148
PITPNM3	-2.45155153450694	-3.39304705619444	-6.70573737556981	5.40046598427763e-07	7.82602010307818e-05	6.30190387342988
PTPRD	-2.45024362759028	-3.75976274925347	-5.27325075045483	1.92556007640821e-05	0.000833933050400524	2.85056412603676
GCGR	-2.44776947103819	0.800071491050347	-2.97932303901942	0.00640719903226788	0.0409365960518373	-2.69127510221517
IGJ	-2.44580229140278	1.72544085321875	-4.64857335791955	9.57647281147044e-05	0.00240679808465053	1.30300786787454
OIT3	-2.44339780795833	-0.828214536041667	-5.44406780616955	1.24567872820587e-05	0.000621360813683701	3.27137037164339
CRP	-2.44039610604861	3.73922207945139	-3.19455491603226	0.00381088439278931	0.0291121453549492	-2.20685058690462
TMEM27	-2.43581769309375	-1.8175852629809	-3.78569925734678	0.000873856165646748	0.0107536765333249	-0.815572160274559
CRISPLD2	-2.43522696705555	-0.141743337996528	-4.25115423016691	0.000266264529869817	0.00488636107763278	0.32014617482319
ABI3BP	-2.41277212910069	-1.9510365011684	-4.90720409330259	4.9219144865547e-05	0.0015920401829336	1.94455260063097
CCL21	-2.41034102109722	1.06736988233681	-4.15339149636905	0.000342173666989809	0.00570770494694066	0.0797520888033603
RND3	-2.40062439363194	0.692652808965278	-4.69124589948945	8.57991236584216e-05	0.00225709431721137	1.40884067890494
DBH	-2.39479479668055	-0.530086153673611	-4.29253819026401	0.000239411574624103	0.00450168743784247	0.422123008061459
ALLC	-2.39192370113194	-1.50101811580556	-5.39401192875578	1.41498031429029e-05	0.000671915793311292	3.14823186562323
PODN	-2.39079273744792	-0.166938536026042	-3.01318582431209	0.00590868005383286	0.0390581642567559	-2.61603438413422
UST	-2.39052699111805	-3.21926087295486	-6.61091725890552	6.79721314751691e-07	9.28952463493978e-05	6.08018386092811
ITGA9	-2.38988844713542	1.43782034481424	-5.35491085406069	1.56326425131112e-05	0.000715250657874945	3.0519384011176
MFAP3L	-2.38171717289583	-0.566585274006944	-4.12542592229853	0.000367593665103387	0.00599638413178957	0.0111332657941494
CFHR4	-2.38021002477431	2.96487739687674	-3.67747935309242	0.00114872196567577	0.0131182175563925	-1.07554955493166
AQP7	-2.37763950486458	0.976180344276042	-5.73724078239547	5.92743144513877e-06	0.000371791502211876	3.98910020155481
ADRA1A	-2.37688103221528	2.39559284146875	-5.75131552495478	5.7208079889984e-06	0.000365416432598797	4.02338955694491
PKNOX2	-2.37246730362847	-1.98215036057812	-4.2356551960717	0.000277074327717677	0.00502716699645243	0.281985128423472
SLCO1B7	-2.36139423380208	-3.0953790062309	-3.15410922988608	0.00420518115956413	0.0310312095225079	-2.29896150075701
MXRA5	-2.35576007337847	-1.70703890622743	-5.1310532428377	2.77062682172323e-05	0.00105155870133927	2.49914653789321
LPA	-2.35547675745139	0.598308512131944	-3.83515339899211	0.000770854632108584	0.00994763280720815	-0.696154861571327
IGLL5	-2.35375355472222	4.34231779366667	-2.94849504385271	0.00689574283442928	0.0431277253139733	-2.75943505478764
ABCA8	-2.34914104020486	0.523278563418403	-3.27370015178575	0.00313990621968481	0.0257195751698819	-2.02527629619753
GGT5	-2.3413103128125	-0.617689105920139	-5.14928642846757	2.64417883759057e-05	0.00101692188275249	2.54425378520342
STAB2	-2.33974190127778	-0.52942047625	-6.55212665417533	7.84333368587285e-07	0.000103816093905136	5.9421521176906
PCK1	-2.33794877163542	4.62342729098437	-4.16195403579521	0.000334744918415005	0.00562389686457335	0.100775750089324
CTNNA3	-2.3318038733368	-2.76116494482118	-3.25883906490186	0.00325651084073274	0.0263414985331168	-2.05950054679191
APOC3	-2.3292792931389	5.29443185603125	-3.29968845574072	0.00294562787810456	0.0246195317190511	-1.96528662525852
MYRIP	-2.31948381646528	-1.01782285754861	-3.76681100622883	0.000916669704707656	0.0111580142911917	-0.86108402041578
KCNJ16	-2.31743589106597	-4.12632241131076	-4.2976843217963	0.000236266473299428	0.00448091106043663	0.434811981891662
TEK	-2.31408466481944	-2.45855781076042	-5.22265304812066	2.19145199761053e-05	0.000900981350010514	2.72562167687975
HSPB6	-2.31005049110069	0.460752368439236	-3.49403348881719	0.00181983009793628	0.0177443990407824	-1.51141797681739
FMO2	-2.30924153744444	-1.87982245585764	-4.85429756494717	5.63926794213859e-05	0.00173367486142714	1.81332860963906
NR4A1	-2.30473799626042	-2.25540361436979	-4.32432684829578	0.00022062908123748	0.00425806527623655	0.50053222628734
G0S2	-2.29894006790972	1.85570740891319	-4.43611233927538	0.000165495066295221	0.00346205135110085	0.776715521809527
GLYATL1	-2.29568124280556	1.50280733356944	-4.06621381750555	0.000427754643452152	0.00665792181150988	-0.133912547216378
OGDHL	-2.2946571215625	-0.564774271385417	-2.95616695780529	0.00677094554719263	0.0426131017028484	-2.74250316436332
GALNTL1	-2.26921399529861	-0.467055818204861	-4.48455246556552	0.000146094770739791	0.0031566304418822	0.896578573028342
AR	-2.264172140125	2.69233667463194	-3.50828176789128	0.00175625663920074	0.0173255129723969	-1.47780477032994
CDHR2	-2.25981102030556	2.40391168873264	-5.61325922556595	8.10797981838983e-06	0.000451308413069977	3.68635615002599
HBA2	-2.25792111161458	2.78768383366493	-4.62469930650691	0.00010183723740544	0.00252118403650288	1.24380965335344
ASPA	-2.25538805336111	-0.525107515746528	-4.06644522042577	0.000427501526280873	0.00665792181150988	-0.133346377047774
FGG	-2.25259781811459	5.5541067997934	-4.30815997638717	0.000229990591514837	0.00440335061886606	0.460647398300682
ALDOB	-2.24723807361111	5.07066361423264	-3.35741208351279	0.00255484174679649	0.0222984889738573	-1.83142258487446
CPS1	-2.23803039845833	3.08509427308333	-3.04861268919988	0.00542692069271093	0.0368890161117957	-2.5369134966443
NPBWR1	-2.23587983136806	-0.687165508493056	-3.18060307764778	0.00394269465035198	0.0297497317356722	-2.23867778767733
ESRP1	-2.23414065841666	-2.72339615219097	-3.38374911819137	0.00239370973802183	0.0213248699222235	-1.77007175288605
DIRAS3	-2.23145532906597	-3.03135110504688	-6.00815548893847	3.0034713998129e-06	0.000231597955187407	4.64600283519669
BCHE	-2.22718197877083	0.947935423604167	-3.4577433322853	0.00199204863983302	0.0188337107061828	-1.59683255329645
EGR1	-2.2268097681875	1.81984749856597	-3.68839973655702	0.00111752474533	0.0129094574070847	-1.04940417225477
SOCS2	-2.22657521371875	-0.938171114928819	-3.97184375824792	0.000544366247337611	0.00778791201510233	-0.364326416311254
RNF165	-2.21310765362153	-3.80342197448785	-4.81804992026857	6.19046099279088e-05	0.00184506470370239	1.7234093241116
PROZ	-2.21089379345139	0.669966380059028	-3.09108506310461	0.00489885974321016	0.0345282315653513	-2.44152771879817
SYN1	-2.20936614040972	-0.111778975135417	-3.7188222336769	0.0010349296548251	0.0122199657377106	-0.976459339963003
THBS1	-2.20879654921181	2.42451370876562	-4.81862528585409	6.18130291653775e-05	0.00184506470370239	1.72483668658525
CYP2C19	-2.20645609730556	2.86712846248264	-3.34314393321905	0.00264647946253596	0.0227633129527376	-1.86458884355088
WNT11	-2.20274662879514	-3.47981939599132	-4.00213914145237	0.000503862577634224	0.00741675125221655	-0.290465223083324
NPC1L1	-2.20109529400694	-1.33555612610069	-2.98023200722543	0.00639330791641668	0.0409103563284981	-2.68926046913668
VNN1	-2.19932007643403	1.17423277351215	-3.40903932694832	0.00224829257124234	0.0204290800662615	-1.71100343730225
FMO3	-2.19628170769097	4.29797911927257	-3.6931129909665	0.00110431799802851	0.0128018342607817	-1.03811340241809
BCO2	-2.19468967859722	1.36382646590278	-4.48771668775431	0.000144909510168302	0.0031566304418822	0.904411554623104
NPR3	-2.19128890245486	-1.83450383362326	-4.33118633829764	0.000216772541329442	0.00420779032303455	0.517459909536942
PTH1R	-2.18838732689583	-1.15779987712153	-7.85133738607722	3.66404174681334e-08	1.28317795341526e-05	8.88522266898698
EFHD1	-2.18785668414236	0.282582419664931	-4.03332906877114	0.000465275176524267	0.00704619433997561	-0.214314572397182
B3GAT1	-2.1873049030868	-3.60714689477604	-3.95759997835258	0.000564505106867245	0.00796753219684164	-0.399015922721967
UROC1	-2.18519637914931	1.47070936325521	-3.18253131197799	0.00392421948700699	0.0296610294858757	-2.23428237945818
ZG16	-2.18289529585069	-1.30654656097049	-2.5755766902508	0.0164103537139312	0.076356641455006	-3.55547948065099
LGR5	-2.18265446928472	-1.75686263951736	-2.19395144827901	0.0378979621550885	0.130439136737723	-4.30495865763647
CYP4A11	-2.17483272866667	4.03485328670833	-3.84445474063381	0.000752863052753902	0.00976202322330066	-0.673654823458429
DHODH	-2.17227968236806	1.37378319490972	-5.34792253527074	1.59137454997736e-05	0.000721051379652814	3.03471920590212
FGF10	-2.17012994766319	-4.36312811365451	-6.41754428708784	1.09010222374955e-06	0.000123814989062364	5.62459832922502
NGFR	-2.16854284262847	-0.817612950428819	-6.5013597168709	8.87820429754122e-07	0.000107368787224222	5.82261972220627
EHD3	-2.16443176597569	-0.594053634394097	-5.33043778830763	1.66396306778048e-05	0.000741895831010061	2.99162499533801
KAZN	-2.15833596866667	-0.805287907277778	-5.08253139979159	3.1376071363627e-05	0.00115192595097877	2.37905013348309
PDZRN4	-2.14774600484028	-4.17219349474653	-5.22549212079647	2.17559636747405e-05	0.000900981350010514	2.73263544237065
CPXM2	-2.14149585298958	-2.63700738840104	-3.82217512631785	0.000796667577607204	0.0101224353587128	-0.727528597444653
C9orf68	-2.14111976889583	-0.0620877998159722	-5.68538096485756	6.75625473773321e-06	0.000402739865749274	3.86261588684462
SULT2A1	-2.14098134785764	3.71000918757118	-2.9091865346187	0.00757030280873263	0.0456190198029833	-2.84586574625415
CYR61	-2.13982278151042	1.26961519081076	-4.66748628154368	9.12123784168716e-05	0.00233731719693234	1.34991104919038
SERPINB8	-2.13966666803819	-0.0688144667413194	-5.25119514044901	2.03721169410515e-05	0.00085962192388335	2.79611642800807
CCDC3	-2.13806241065278	-0.126602958163194	-4.43966462499182	0.000163988961820505	0.00345013072365794	0.785502154334374
PDE2A	-2.13455371635069	-1.07964634555729	-6.79629381225318	4.3396783132857e-07	7.01442235060891e-05	6.51259197085778
DEFA3	-2.13185164480555	-2.48232121379861	-4.18564013530052	0.000315018234004984	0.00539801887219549	0.158964967025756
AKR1D1	-2.13175514462153	-1.98260665929687	-3.11613580889761	0.00461089936970869	0.0330681297162802	-2.38500459578011
CYP39A1	-2.12122294549653	-0.616167592710069	-4.32347627068118	0.000221112025752573	0.00426249214782197	0.498433389539379
EGR3	-2.11806098395139	-3.20581578704861	-3.37896582489777	0.00242222218076698	0.0214913351615405	-1.78122663844657
ALDH1A3	-2.11790330220139	-3.52358402905556	-4.39789520009554	0.000182596994014649	0.00368482049146008	0.682221624992222
GFRA1	-2.11338451978125	0.0152354629600694	-4.20661818562017	0.000298512780961995	0.00521022904411949	0.210539981892166
LILRB5	-2.11315794701389	-1.26111790988889	-5.85937833196125	4.3591309178959e-06	0.000306176002807028	4.28608514810242
GADD45B	-2.11179191191667	1.44834641394444	-5.32300729623135	1.69581460268832e-05	0.000752154181297908	2.97330620494402
OLFML3	-2.11033364978819	1.21293222214757	-4.78859842568296	6.67787774068112e-05	0.00194792483065652	1.65034493098113
FGB	-2.11027092115973	4.83109949503472	-4.30696919889999	0.000230695540206452	0.00440680912598916	0.457710309950647
ADRA1B	-2.10637180803125	-1.34351926813715	-5.73167609098492	6.01119541006909e-06	0.000375643847000972	3.97553873313889
PFKFB1	-2.10261885615625	0.358550607015625	-2.61876464084449	0.0148761863473623	0.0716118821589805	-3.46621927386201
